id	drug_S	action	cyp	drug_T	class	atc5_S	atc5_T
2368	cimetidine	enhances	2D6	paroxetine	A	A02BA01	N06AB05
2375	cimetidine	enhances	2C19	phenytoin	C	A02BA01	N03AB02
2386	cimetidine	enhances	1A2,2C19,2D6,3A457	propranolol	C	A02BA01	C07AA05
2388	cimetidine	enhances	3A457	quinidine	B	A02BA01	C01BA01
2389	cimetidine	enhances	3A457	quinine	B	A02BA01	P01BC01
2394	cimetidine	enhances	2D6,3A457	risperidone	B	A02BA01	N05AX08
2397	cimetidine	enhances	1A2,3A457	roflumilast	B	A02BA01	R03DX07
2406	cimetidine	enhances	3A457	sildenafil	B	A02BA01	G04BE03
2409	cimetidine	enhances	3A457	sirolimus	B	A02BA01	L04AA10
2416	cimetidine	enhances	3A457	tacrolimus	B	A02BA01	L04AD02
2418	cimetidine	enhances	2D6,3A457	tamoxifen	B	A02BA01	L02BA01
2427	cimetidine	enhances	1A2	theophylline	B	A02BA01	R03DA04
2430	cimetidine	enhances	2D6	timolol	B	A02BA01	C07AA06
2431	cimetidine	enhances	1A2	tizanidine	B	A02BA01	M03BX02
2437	cimetidine	enhances	3A457	triazolam	B	A02BA01	N05CD05
2440	cimetidine	enhances	3A457	vandetanib	B	A02BA01	L01EX04
2445	cimetidine	enhances	2C19,2D6,3A457	venlafaxine	B	A02BA01	N06AX16
2446	cimetidine	enhances	1A2,3A457	verapamil	B	A02BA01	C08DA01
2451	cimetidine	enhances	1A2,2C19	warfarin	B	A02BA01	B01AA03
2452	cimetidine	enhances	3A457	zaleplon	C	A02BA01	N05CF03
2455	cimetidine	enhances	1A2	zolmitriptan	B	A02BA01	N02CC03
2460	cinacalcet	enhances	2D6	amitriptyline	B	H05BX01	N06AA09
2487	cinacalcet	enhances	2D6	imipramine	C	H05BX01	N06AA02
2495	cinacalcet	enhances	2D6	nortriptyline	B	H05BX01	N06AA10
2514	cinacalcet	enhances	2D6	tetrabenazine	C	H05BX01	N07XX06
2529	ciprofloxacin	enhances	3A457	alprazolam	C	J01MA02	N05BA12
2530	ciprofloxacin	enhances	1A2,3A457	amitriptyline	D	J01MA02	N06AA09
2537	ciprofloxacin	enhances	3A457	atorvastatin	C	J01MA02	C10AA05
2551	ciprofloxacin	enhances	3A457	cilostazol	D	J01MA02	B01AC23
2553	ciprofloxacin	enhances	3A457	citalopram	D	J01MA02	N06AB04
2554	ciprofloxacin	enhances	3A457	clarithromycin	D	J01MA02	J01FA09
2556	ciprofloxacin	enhances	1A2	clomipramine	D	J01MA02	N06AA04
2558	ciprofloxacin	enhances	1A2	clozapine	D	J01MA02	N05AH02
2560	ciprofloxacin	enhances	3A457	cocaine	D	J01MA02	N01BC01
2566	ciprofloxacin	enhances	3A457	cyclosporine	B	J01MA02	L04AD01
2570	ciprofloxacin	enhances	3A457	deflazacort	C	J01MA02	H02AB13
2571	ciprofloxacin	enhances	3A457	dexamethasone	B	J01MA02	H02AB02
2575	ciprofloxacin	enhances	3A457	docetaxel	B	J01MA02	L01CD02
2577	ciprofloxacin	enhances	3A457	domperidone	D	J01MA02	A03FA03
2579	ciprofloxacin	enhances	1A2	duloxetine	D	J01MA02	N06AX21
2584	ciprofloxacin	enhances	3A457	eplerenone	C	J01MA02	C03DA04
2586	ciprofloxacin	enhances	3A457	erythromycin	D	J01MA02	J01FA01
2587	ciprofloxacin	enhances	3A457	escitalopram	D	J01MA02	N06AB10
2595	ciprofloxacin	enhances	1A2,3A457	haloperidol	D	J01MA02	N05AD01
2596	ciprofloxacin	enhances	3A457	hydrocortisone	C	J01MA02	H02AB09
2600	ciprofloxacin	enhances	1A2	imipramine	D	J01MA02	N06AA02
2613	ciprofloxacin	enhances	3A457	lovastatin	C	J01MA02	C10AA02
2615	ciprofloxacin	enhances	3A457	methadone	D	J01MA02	N07BC02
2617	ciprofloxacin	enhances	3A457	midazolam	C	J01MA02	N05CD08
2629	ciprofloxacin	enhances	1A2	olanzapine	D	J01MA02	N05AH03
2632	ciprofloxacin	enhances	1A2,3A457	ondansetron	D	J01MA02	A04AA01
2635	ciprofloxacin	enhances	3A457	paclitaxel	B	J01MA02	L01CD01
2643	ciprofloxacin	enhances	3A457	pimozide	D	J01MA02	N05AG02
2648	ciprofloxacin	enhances	1A2,3A457	propranolol	B	J01MA02	C07AA05
2649	ciprofloxacin	enhances	3A457	quetiapine	D	J01MA02	N05AH04
2650	ciprofloxacin	enhances	3A457	quinidine	D	J01MA02	C01BA01
2651	ciprofloxacin	enhances	3A457	quinine	D	J01MA02	P01BC01
2654	ciprofloxacin	enhances	3A457	rilpivirine	D	J01MA02	J05AG05
2655	ciprofloxacin	enhances	1A2	riluzole	B	J01MA02	N07XX02
2656	ciprofloxacin	enhances	3A457	risperidone	D	J01MA02	N05AX08
2657	ciprofloxacin	enhances	3A457	ritonavir	D	J01MA02	J05AE03
2659	ciprofloxacin	enhances	1A2,3A457	roflumilast	B	J01MA02	R03DX07
2662	ciprofloxacin	enhances	1A2	ropivacaine	D	J01MA02	N01BB09
2665	ciprofloxacin	enhances	3A457	salmeterol	D	J01MA02	R03AC12
2666	ciprofloxacin	enhances	3A457	saquinavir	D	J01MA02	J05AE01
2668	ciprofloxacin	enhances	3A457	sildenafil	B	J01MA02	G04BE03
2670	ciprofloxacin	enhances	3A457	simvastatin	C	J01MA02	C10AA01
2673	ciprofloxacin	enhances	3A457	sorafenib	D	J01MA02	L01XE05
2674	ciprofloxacin	enhances	3A457	sunitinib	D	J01MA02	L01XE04
2677	ciprofloxacin	enhances	3A457	tacrolimus	D	J01MA02	L04AD02
2679	ciprofloxacin	enhances	3A457	tamoxifen	D	J01MA02	L02BA01
2681	ciprofloxacin	enhances	3A457	telaprevir	D	J01MA02	J05AP02
2682	ciprofloxacin	enhances	3A457	telithromycin	D	J01MA02	J01FA15
2683	ciprofloxacin	enhances	3A457	temsirolimus	C	J01MA02	L01EG01
2686	ciprofloxacin	enhances	1A2	theophylline	D	J01MA02	R03DA04
2688	ciprofloxacin	enhances	1A2	tizanidine	D	J01MA02	M03BX02
2692	ciprofloxacin	enhances	3A457	trazodone	D	J01MA02	N06AX05
2694	ciprofloxacin	enhances	3A457	triazolam	C	J01MA02	N05CD05
2696	ciprofloxacin	enhances	3A457	vandetanib	D	J01MA02	L01EX04
2697	ciprofloxacin	enhances	3A457	vardenafil	D	J01MA02	G04BE09
2701	ciprofloxacin	enhances	3A457	venlafaxine	D	J01MA02	N06AX16
2704	ciprofloxacin	enhances	3A457	vincristine	B	J01MA02	L01CA02
2706	ciprofloxacin	enhances	3A457	voriconazole	D	J01MA02	J02AC03
2707	ciprofloxacin	enhances	1A2	warfarin	C	J01MA02	B01AA03
2710	ciprofloxacin	enhances	3A457	ziprasidone	D	J01MA02	N05AE04
2716	citalopram	enhances	1A2,2C19,2D6	amitriptyline	D	N06AB04	N06AA09
2719	citalopram	enhances	2C19,2D6	atomoxetine	D	N06AB04	N06BA09
2726	citalopram	enhances	2C19	chloramphenicol	C	N06AB04	J01BA01
2727	citalopram	enhances	2D6	chlorpheniramine	B	N06AB04	R06AB04
2728	citalopram	enhances	2D6	chlorpromazine	D	N06AB04	N05AA01
2730	citalopram	enhances	1A2,2C19,2D6	clomipramine	D	N06AB04	N06AA04
2732	citalopram	enhances	2C19	clopidogrel	B	N06AB04	B01AC04
2733	citalopram	enhances	1A2	clozapine	D	N06AB04	N05AH02
2740	citalopram	enhances	2D6	dextromethorphan	C	N06AB04	R05DA09
2741	citalopram	enhances	2C19	diazepam	B	N06AB04	N05BA01
2742	citalopram	enhances	2D6	donepezil	D	N06AB04	N06DA02
2744	citalopram	enhances	1A2,2D6	duloxetine	D	N06AB04	N06AX21
2747	citalopram	enhances	2C19,2D6	escitalopram	D	N06AB04	N06AB10
2750	citalopram	enhances	2D6	flecainide	D	N06AB04	C01BC04
2752	citalopram	enhances	2D6	fluoxetine	D	N06AB04	N06AB03
2753	citalopram	enhances	1A2,2D6	fluvoxamine	D	N06AB04	N06AB08
2754	citalopram	enhances	1A2,2D6	haloperidol	D	N06AB04	N05AD01
2757	citalopram	enhances	1A2,2C19,2D6	imipramine	D	N06AB04	N06AA02
2758	citalopram	enhances	2C19	indometacin	C	N06AB04	M01AB01
2765	citalopram	enhances	2D6	metoclopramide	D	N06AB04	A03FA01
2766	citalopram	enhances	2D6	metoprolol	B	N06AB04	C07AB02
2770	citalopram	enhances	1A2	nabumetone	C	N06AB04	M01AX01
2771	citalopram	enhances	1A2	naproxen	C	N06AB04	M01AE02
2775	citalopram	enhances	2D6	nortriptyline	D	N06AB04	N06AA10
2776	citalopram	enhances	1A2	olanzapine	D	N06AB04	N05AH03
2778	citalopram	enhances	1A2,2D6	ondansetron	D	N06AB04	A04AA01
2783	citalopram	enhances	2D6	paroxetine	D	N06AB04	N06AB05
2797	citalopram	enhances	2D6	promethazine	D	N06AB04	R06AD02
2798	citalopram	enhances	2D6	propafenone	D	N06AB04	C01BC03
2801	citalopram	enhances	2D6	risperidone	D	N06AB04	N05AX08
2808	citalopram	enhances	2D6	tamoxifen	D	N06AB04	L02BA01
2811	citalopram	enhances	2D6	tetrabenazine	D	N06AB04	N07XX06
2815	citalopram	enhances	1A2	tizanidine	D	N06AB04	M03BX02
2817	citalopram	enhances	2D6	tramadol	D	N06AB04	N02AX02
2821	citalopram	enhances	2C19,2D6	venlafaxine	D	N06AB04	N06AX16
2824	citalopram	enhances	2C19	voriconazole	D	N06AB04	J02AC03
2825	citalopram	enhances	1A2,2C19	warfarin	B	N06AB04	B01AA03
2827	citalopram	enhances	1A2	zolmitriptan	C	N06AB04	N02CC03
2830	clarithromycin	enhances	3A457	abiraterone	D	J01FA09	L02BX03
2833	clarithromycin	enhances	3A457	alfentanil	D	J01FA09	N01AH02
2834	clarithromycin	enhances	3A457	alprazolam	D	J01FA09	N05BA12
2835	clarithromycin	enhances	3A457	amitriptyline	D	J01FA09	N06AA09
2836	clarithromycin	enhances	3A457	amlodipine	C	J01FA09	C08CA01
2837	clarithromycin	enhances	3A457	apixaban	D	J01FA09	B01AF02
2839	clarithromycin	enhances	3A457	aripiprazole	C	J01FA09	N05AX12
2841	clarithromycin	enhances	3A457	atorvastatin	C	J01FA09	C10AA05
2853	clarithromycin	enhances	3A457	cilostazol	D	J01FA09	B01AC23
2855	clarithromycin	enhances	3A457	citalopram	D	J01FA09	N06AB04
2858	clarithromycin	enhances	3A457	cocaine	D	J01FA09	N01BC01
2860	clarithromycin	enhances	3A457	colchicine	C	J01FA09	M04AC01
2863	clarithromycin	enhances	3A457	cyclosporine	D	J01FA09	L04AD01
2868	clarithromycin	enhances	3A457	dextromethorphan	B	J01FA09	R05DA09
2869	clarithromycin	enhances	3A457	diazepam	B	J01FA09	N05BA01
2870	clarithromycin	enhances	3A457	diltiazem	C	J01FA09	C08DB01
2871	clarithromycin	enhances	3A457	docetaxel	D	J01FA09	L01CD02
2873	clarithromycin	enhances	3A457	domperidone	D	J01FA09	A03FA03
2877	clarithromycin	enhances	3A457	eplerenone	D	J01FA09	C03DA04
2878	clarithromycin	enhances	3A457	ergotamine	D	J01FA09	N02CA02
2879	clarithromycin	enhances	3A457	erythromycin	D	J01FA09	J01FA01
2880	clarithromycin	enhances	3A457	escitalopram	D	J01FA09	N06AB10
2883	clarithromycin	enhances	3A457	felodipine	C	J01FA09	C08CA02
2884	clarithromycin	enhances	3A457	fentanyl	D	J01FA09	N01AH01
2887	clarithromycin	enhances	3A457	haloperidol	D	J01FA09	N05AD01
2891	clarithromycin	enhances	3A457	imatinib	D	J01FA09	L01XE01
2898	clarithromycin	enhances	3A457	lansoprazole	D	J01FA09	A02BC03
2904	clarithromycin	enhances	3A457	lovastatin	C	J01FA09	C10AA02
2906	clarithromycin	enhances	3A457	methadone	D	J01FA09	N07BC02
2907	clarithromycin	enhances	3A457	midazolam	D	J01FA09	N05CD08
2913	clarithromycin	enhances	3A457	nifedipine	C	J01FA09	C08CA05
2918	clarithromycin	enhances	3A457	ondansetron	D	J01FA09	A04AA01
2921	clarithromycin	enhances	3A457	paclitaxel	B	J01FA09	L01CD01
2928	clarithromycin	enhances	3A457	pimozide	D	J01FA09	N05AG02
2933	clarithromycin	enhances	3A457	quetiapine	D	J01FA09	N05AH04
2934	clarithromycin	enhances	3A457	quinidine	D	J01FA09	C01BA01
2935	clarithromycin	enhances	3A457	quinine	D	J01FA09	P01BC01
2938	clarithromycin	enhances	3A457	rilpivirine	D	J01FA09	J05AG05
2939	clarithromycin	enhances	3A457	risperidone	D	J01FA09	N05AX08
2940	clarithromycin	enhances	3A457	ritonavir	D	J01FA09	J05AE03
2941	clarithromycin	enhances	3A457	rivaroxaban	C	J01FA09	B01AF01
2947	clarithromycin	enhances	3A457	salmeterol	D	J01FA09	R03AC12
2948	clarithromycin	enhances	3A457	saquinavir	D	J01FA09	J05AE01
2950	clarithromycin	enhances	3A457	sildenafil	C	J01FA09	G04BE03
2952	clarithromycin	enhances	3A457	simvastatin	C	J01FA09	C10AA01
2953	clarithromycin	enhances	3A457	sirolimus	D	J01FA09	L04AA10
2955	clarithromycin	enhances	3A457	sorafenib	D	J01FA09	L01XE05
2956	clarithromycin	enhances	3A457	sunitinib	D	J01FA09	L01XE04
2958	clarithromycin	enhances	3A457	tacrolimus	D	J01FA09	L04AD02
2960	clarithromycin	enhances	3A457	tamoxifen	D	J01FA09	L02BA01
2962	clarithromycin	enhances	3A457	telaprevir	D	J01FA09	J05AP02
2963	clarithromycin	enhances	3A457	telithromycin	D	J01FA09	J01FA15
2964	clarithromycin	enhances	3A457	temsirolimus	D	J01FA09	L01EG01
2969	clarithromycin	enhances	3A457	tolvaptan	D	J01FA09	C03XA01
2971	clarithromycin	enhances	3A457	trazodone	D	J01FA09	N06AX05
2972	clarithromycin	enhances	3A457	triazolam	D	J01FA09	N05CD05
2974	clarithromycin	enhances	3A457	vandetanib	D	J01FA09	L01EX04
2975	clarithromycin	enhances	3A457	vardenafil	D	J01FA09	G04BE09
2979	clarithromycin	enhances	3A457	venlafaxine	D	J01FA09	N06AX16
2980	clarithromycin	enhances	3A457	verapamil	C	J01FA09	C08DA01
2982	clarithromycin	enhances	3A457	vincristine	C	J01FA09	L01CA02
2984	clarithromycin	enhances	3A457	voriconazole	D	J01FA09	J02AC03
2986	clarithromycin	enhances	3A457	ziprasidone	D	J01FA09	N05AE04
3055	clobazam	enhances	2D6	atomoxetine	C	N05BA09	N06BA09
3056	clobazam	enhances	2D6	carvedilol	B	N05BA09	C07AG02
3058	clobazam	enhances	2D6	clomipramine	B	N05BA09	N06AA04
3064	clobazam	enhances	2D6	duloxetine	B	N05BA09	N06AX21
3068	clobazam	enhances	2D6	fluvoxamine	C	N05BA09	N06AB08
3069	clobazam	enhances	2D6	imipramine	B	N05BA09	N06AA02
3072	clobazam	enhances	2D6	metoprolol	B	N05BA09	C07AB02
3076	clobazam	enhances	2D6	nortriptyline	B	N05BA09	N06AA10
3077	clobazam	enhances	2D6	oxycodone	C	N05BA09	N02AA05
3080	clobazam	enhances	2D6	perphenazine	B	N05BA09	N05AB03
3084	clobazam	enhances	2D6	propafenone	C	N05BA09	C01BC03
3086	clobazam	enhances	2D6	tetrabenazine	B	N05BA09	N07XX06
3088	clobazam	enhances	2D6	timolol	B	N05BA09	C07AA06
3095	clobazam	reduces	3A457	alfentanil	C	N05BA09	N01AH02
3106	clobazam	reduces	3A457	caffeine	A	N05BA09	N06BC01
3107	clobazam	reduces	3A457	carbamazepine	B	N05BA09	N03AF01
3133	clobazam	reduces	3A457	fentanyl	C	N05BA09	N01AH01
3165	clobazam	reduces	3A457	pimozide	C	N05BA09	N05AG02
3208	clomipramine	enhances	2D6	amitriptyline	D	N06AA04	N06AA09
3210	clomipramine	enhances	2D6	atomoxetine	D	N06AA04	N06BA09
3213	clomipramine	enhances	2D6	carvedilol	B	N06AA04	C07AG02
3215	clomipramine	enhances	2D6	chlorpromazine	D	N06AA04	N05AA01
3216	clomipramine	enhances	2D6	citalopram	D	N06AA04	N06AB04
3217	clomipramine	enhances	2D6	clonidine	C	N06AA04	C02AC01
3222	clomipramine	enhances	2D6	dextromethorphan	D	N06AA04	R05DA09
3223	clomipramine	enhances	2D6	donepezil	D	N06AA04	N06DA02
3225	clomipramine	enhances	2D6	duloxetine	B	N06AA04	N06AX21
3228	clomipramine	enhances	2D6	escitalopram	D	N06AA04	N06AB10
3229	clomipramine	enhances	2D6	flecainide	D	N06AA04	C01BC04
3230	clomipramine	enhances	2D6	fluoxetine	D	N06AA04	N06AB03
3231	clomipramine	enhances	2D6	fluvoxamine	B	N06AA04	N06AB08
3232	clomipramine	enhances	2D6	haloperidol	D	N06AA04	N05AD01
3234	clomipramine	enhances	2D6	imipramine	D	N06AA04	N06AA02
3237	clomipramine	enhances	2D6	metoclopramide	D	N06AA04	A03FA01
3238	clomipramine	enhances	2D6	metoprolol	B	N06AA04	C07AB02
3241	clomipramine	enhances	2D6	nebivolol	B	N06AA04	C07AB12
3242	clomipramine	enhances	2D6	nortriptyline	D	N06AA04	N06AA10
3243	clomipramine	enhances	2D6	ondansetron	D	N06AA04	A04AA01
3246	clomipramine	enhances	2D6	paroxetine	D	N06AA04	N06AB05
3254	clomipramine	enhances	2D6	promethazine	D	N06AA04	R06AD02
3255	clomipramine	enhances	2D6	propafenone	D	N06AA04	C01BC03
3256	clomipramine	enhances	2D6	propranolol	B	N06AA04	C07AA05
3257	clomipramine	enhances	2D6	risperidone	D	N06AA04	N05AX08
3260	clomipramine	enhances	2D6	tamoxifen	D	N06AA04	L02BA01
3261	clomipramine	enhances	2D6	tetrabenazine	D	N06AA04	N07XX06
3263	clomipramine	enhances	2D6	timolol	B	N06AA04	C07AA06
3264	clomipramine	enhances	2D6	tramadol	D	N06AA04	N02AX02
3267	clomipramine	enhances	2D6	venlafaxine	D	N06AA04	N06AX16
3275	clopidogrel	enhances	2B6	cyclophosphamide	B	B01AC04	L01AA01
3298	cocaine	enhances	2D6	amitriptyline	D	N01BC01	N06AA09
3300	cocaine	enhances	2D6	atomoxetine	D	N01BC01	N06BA09
3305	cocaine	enhances	2D6	chlorpromazine	D	N01BC01	N05AA01
3306	cocaine	enhances	2D6	citalopram	D	N01BC01	N06AB04
3307	cocaine	enhances	2D6	clomipramine	D	N01BC01	N06AA04
3314	cocaine	enhances	2D6	donepezil	D	N01BC01	N06DA02
3319	cocaine	enhances	2D6	escitalopram	D	N01BC01	N06AB10
3320	cocaine	enhances	2D6	flecainide	D	N01BC01	C01BC04
3321	cocaine	enhances	2D6	fluoxetine	D	N01BC01	N06AB03
3323	cocaine	enhances	2D6	haloperidol	D	N01BC01	N05AD01
3325	cocaine	enhances	2D6	imipramine	D	N01BC01	N06AA02
3328	cocaine	enhances	2D6	metoclopramide	D	N01BC01	A03FA01
3333	cocaine	enhances	2D6	nortriptyline	D	N01BC01	N06AA10
3334	cocaine	enhances	2D6	ondansetron	D	N01BC01	A04AA01
3337	cocaine	enhances	2D6	paroxetine	D	N01BC01	N06AB05
3345	cocaine	enhances	2D6	promethazine	D	N01BC01	R06AD02
3346	cocaine	enhances	2D6	propafenone	D	N01BC01	C01BC03
3347	cocaine	enhances	2D6	propranolol	B	N01BC01	C07AA05
3348	cocaine	enhances	2D6	risperidone	D	N01BC01	N05AX08
3351	cocaine	enhances	2D6	tamoxifen	D	N01BC01	L02BA01
3352	cocaine	enhances	2D6	tetrabenazine	D	N01BC01	N07XX06
3358	cocaine	enhances	2D6	venlafaxine	D	N01BC01	N06AX16
3701	deferasirox	enhances	2C8	paclitaxel	C	V03AC03	L01CD01
3703	deferasirox	enhances	2C8	repaglinide	B	V03AC03	A10BX02
3878	dexamethasone	reduces	2D6	aripiprazole	B	H02AB02	N05AX12
3908	dexamethasone	reduces	2D6	metoprolol	B	H02AB02	C07AB02
3911	dexamethasone	reduces	2D6	nebivolol	B	H02AB02	C07AB12
3933	dexamethasone	reduces	2D6	timolol	B	H02AB02	C07AA06
3944	diltiazem	enhances	3A457	alfentanil	C	C08DB01	N01AH02
3945	diltiazem	enhances	3A457	alprazolam	C	C08DB01	N05BA12
3948	diltiazem	enhances	3A457	apixaban	B	C08DB01	B01AF02
3952	diltiazem	enhances	3A457	atorvastatin	C	C08DB01	C10AA05
3967	diltiazem	enhances	3A457	clarithromycin	C	C08DB01	J01FA09
3975	diltiazem	enhances	3A457	cyclosporine	B	C08DB01	L04AD01
3982	diltiazem	enhances	3A457	docetaxel	C	C08DB01	L01CD02
3988	diltiazem	enhances	3A457	eplerenone	C	C08DB01	C03DA04
3995	diltiazem	enhances	3A457	fentanyl	C	C08DB01	N01AH01
4002	diltiazem	enhances	3A457	imatinib	B	C08DB01	L01XE01
4004	diltiazem	enhances	3A457	indinavir	B	C08DB01	J05AE02
4015	diltiazem	enhances	3A457	lovastatin	C	C08DB01	C10AA02
4018	diltiazem	enhances	3A457	midazolam	B	C08DB01	N05CD08
4024	diltiazem	enhances	3A457	nifedipine	B	C08DB01	C08CA05
4032	diltiazem	enhances	3A457	paclitaxel	B	C08DB01	L01CD01
4043	diltiazem	enhances	3A457	propranolol	D	C08DB01	C07AA05
4045	diltiazem	enhances	3A457	quinidine	B	C08DB01	C01BA01
4051	diltiazem	enhances	3A457	ritonavir	B	C08DB01	J05AE03
4059	diltiazem	enhances	3A457	saquinavir	B	C08DB01	J05AE01
4063	diltiazem	enhances	3A457	simvastatin	C	C08DB01	C10AA01
4064	diltiazem	enhances	3A457	sirolimus	C	C08DB01	L04AA10
4069	diltiazem	enhances	3A457	tacrolimus	C	C08DB01	L04AD02
4075	diltiazem	enhances	3A457	temsirolimus	C	C08DB01	L01EG01
4080	diltiazem	enhances	3A457	tolvaptan	C	C08DB01	C03XA01
4083	diltiazem	enhances	3A457	triazolam	C	C08DB01	N05CD05
4091	diltiazem	enhances	3A457	verapamil	B	C08DB01	C08DA01
4093	diltiazem	enhances	3A457	vincristine	B	C08DB01	L01CA02
4095	diltiazem	enhances	3A457	voriconazole	B	C08DB01	J02AC03
4101	diphenhydramine	enhances	2D6	amitriptyline	D	R06AA02	N06AA09
4103	diphenhydramine	enhances	2D6	atomoxetine	D	R06AA02	N06BA09
4108	diphenhydramine	enhances	2D6	chlorpromazine	D	R06AA02	N05AA01
4109	diphenhydramine	enhances	2D6	citalopram	D	R06AA02	N06AB04
4110	diphenhydramine	enhances	2D6	clomipramine	D	R06AA02	N06AA04
4117	diphenhydramine	enhances	2D6	donepezil	D	R06AA02	N06DA02
4122	diphenhydramine	enhances	2D6	escitalopram	D	R06AA02	N06AB10
4123	diphenhydramine	enhances	2D6	flecainide	D	R06AA02	C01BC04
4124	diphenhydramine	enhances	2D6	fluoxetine	D	R06AA02	N06AB03
4126	diphenhydramine	enhances	2D6	haloperidol	D	R06AA02	N05AD01
4128	diphenhydramine	enhances	2D6	imipramine	D	R06AA02	N06AA02
4131	diphenhydramine	enhances	2D6	metoclopramide	D	R06AA02	A03FA01
4136	diphenhydramine	enhances	2D6	nortriptyline	D	R06AA02	N06AA10
4137	diphenhydramine	enhances	2D6	ondansetron	D	R06AA02	A04AA01
4140	diphenhydramine	enhances	2D6	paroxetine	D	R06AA02	N06AB05
4148	diphenhydramine	enhances	2D6	promethazine	D	R06AA02	R06AD02
4149	diphenhydramine	enhances	2D6	propafenone	D	R06AA02	C01BC03
4151	diphenhydramine	enhances	2D6	risperidone	D	R06AA02	N05AX08
4154	diphenhydramine	enhances	2D6	tamoxifen	D	R06AA02	L02BA01
4155	diphenhydramine	enhances	2D6	tetrabenazine	D	R06AA02	N07XX06
4158	diphenhydramine	enhances	2D6	tramadol	D	R06AA02	N02AX02
4161	diphenhydramine	enhances	2D6	venlafaxine	D	R06AA02	N06AX16
4163	diphenhydramine	enhances	2D6	zuclopenthixol	B	R06AA02	N05AF05
4175	disulfiram	enhances	2E1	theophylline	B	N07BB01	R03DA04
4242	doxorubicin	enhances	2D6	amitriptyline	C	L01DB01	N06AA09
4249	doxorubicin	enhances	2D6	chlorpromazine	C	L01DB01	N05AA01
4250	doxorubicin	enhances	2D6	citalopram	C	L01DB01	N06AB04
4251	doxorubicin	enhances	2D6	clomipramine	C	L01DB01	N06AA04
4264	doxorubicin	enhances	2D6	flecainide	C	L01DB01	C01BC04
4267	doxorubicin	enhances	2D6	haloperidol	C	L01DB01	N05AD01
4269	doxorubicin	enhances	2D6	imipramine	C	L01DB01	N06AA02
4280	doxorubicin	enhances	2D6	palonosetron	C	L01DB01	A04AA05
4289	doxorubicin	enhances	2D6	promethazine	D	L01DB01	R06AD02
4292	doxorubicin	enhances	2D6	risperidone	C	L01DB01	N05AX08
4307	duloxetine	enhances	2D6	amitriptyline	B	N06AX21	N06AA09
4313	duloxetine	enhances	2D6	chlorpheniramine	C	N06AX21	R06AB04
4314	duloxetine	enhances	2D6	chlorpromazine	B	N06AX21	N05AA01
4315	duloxetine	enhances	2D6	citalopram	D	N06AX21	N06AB04
4316	duloxetine	enhances	2D6	clomipramine	B	N06AX21	N06AA04
4322	duloxetine	enhances	2D6	dextromethorphan	C	N06AX21	R05DA09
4327	duloxetine	enhances	2D6	escitalopram	D	N06AX21	N06AB10
4328	duloxetine	enhances	2D6	flecainide	C	N06AX21	C01BC04
4329	duloxetine	enhances	2D6	fluoxetine	D	N06AX21	N06AB03
4330	duloxetine	enhances	2D6	fluvoxamine	D	N06AX21	N06AB08
4333	duloxetine	enhances	2D6	imipramine	B	N06AX21	N06AA02
4336	duloxetine	enhances	2D6	metoclopramide	D	N06AX21	A03FA01
4341	duloxetine	enhances	2D6	nortriptyline	C	N06AX21	N06AA10
4345	duloxetine	enhances	2D6	paroxetine	C	N06AX21	N06AB05
4347	duloxetine	enhances	2D6	perphenazine	C	N06AX21	N05AB03
4353	duloxetine	enhances	2D6	promethazine	C	N06AX21	R06AD02
4354	duloxetine	enhances	2D6	propafenone	C	N06AX21	C01BC03
4359	duloxetine	enhances	2D6	tamoxifen	D	N06AX21	L02BA01
4360	duloxetine	enhances	2D6	tetrabenazine	D	N06AX21	N07XX06
4363	duloxetine	enhances	2D6	tramadol	C	N06AX21	N02AX02
4366	duloxetine	enhances	2D6	venlafaxine	D	N06AX21	N06AX16
4368	duloxetine	enhances	2D6	zuclopenthixol	B	N06AX21	N05AF05
4369	efavirenz	enhances	1A2	acetaminophen	C	J05AG03	N02BE01
4425	efavirenz	reduces	3A457	atorvastatin	B	J05AG03	C10AA05
4428	efavirenz	reduces	3A457	boceprevir	B	J05AG03	J05AP03
4433	efavirenz	reduces	2B6	bupropion	B	J05AG03	N06AX12
4435	efavirenz	reduces	3A457	carbamazepine	D	J05AG03	N03AF01
4445	efavirenz	reduces	3A457	clarithromycin	B	J05AG03	J01FA09
4459	efavirenz	reduces	3A457	dexamethasone	C	J05AG03	H02AB02
4463	efavirenz	reduces	3A457	docetaxel	B	J05AG03	L01CD02
4471	efavirenz	reduces	3A457	ergotamine	B	J05AG03	N02CA02
4483	efavirenz	reduces	2B6	ifosfamide	C	J05AG03	L01AA06
4484	efavirenz	reduces	3A457	imatinib	B	J05AG03	L01XE01
4486	efavirenz	reduces	3A457	indinavir	B	J05AG03	J05AE02
4500	efavirenz	reduces	3A457	lovastatin	B	J05AG03	C10AA02
4504	efavirenz	reduces	2B6,3A457	methadone	B	J05AG03	N07BC02
4512	efavirenz	reduces	2B6,3A457	nevirapine	D	J05AG03	J05AG01
4520	efavirenz	reduces	3A457	paclitaxel	B	J05AG03	L01CD01
4526	efavirenz	reduces	2C19	phenobarbital	B	J05AG03	N03AA02
4532	efavirenz	reduces	2C19	proguanil	B	J05AG03	P01BB01
4541	efavirenz	reduces	3A457	ritonavir	B	J05AG03	J05AE03
4546	efavirenz	reduces	3A457	saquinavir	B	J05AG03	J05AE01
